split,id,sentence,tagged_sentence,ner_labels,has_entity
train,1162,Amelipa dola milioni 3 zinazohitajika ili kura hizo kuhesabiwa upya .,Amelipa dola milioni 3 zinazohitajika ili kura hizo kuhesabiwa upya .,O O O O O O O O O O O,False
train,1163,Shughuli hiyo inatarajiwa kuanza leo alhamisi na ni lazima ikamilike kabla ya Desemba tarehe moja .,Shughuli hiyo inatarajiwa kuanza leo/B-DATE alhamisi/I-DATE na ni lazima ikamilike kabla ya Desemba/B-DATE tarehe/I-DATE moja/I-DATE .,O O O O B-DATE I-DATE O O O O O O B-DATE I-DATE I-DATE O,True
train,1164,"Joe Biden , alimshinda Donald Trump kwa kura 20 , 608 katika kaunti za Milwaukee na Dane , ambapo hesabu ya kura itarudiwa .","Joe/B-PER Biden/I-PER , alimshinda Donald/B-PER Trump/I-PER kwa kura 20 , 608 katika kaunti za Milwaukee/B-LOC na Dane/B-LOC , ambapo hesabu ya kura itarudiwa .",B-PER I-PER O O B-PER I-PER O O O O O O O O B-LOC O B-LOC O O O O O O O,True
train,1165,"Kwa kawaida , shughuli ya kurudia kuhesabu ya kura kote Marekani huwa haibadilishi hesabu ya kwanza .","Kwa kawaida , shughuli ya kurudia kuhesabu ya kura kote Marekani/B-LOC huwa haibadilishi hesabu ya kwanza .",O O O O O O O O O O B-LOC O O O O O O,True
train,1166,"Trump alishinda jimbo la Wisconsin katika uchaguzi wa mwaka 2016 na chini ya kura 23 , 000 na kupinga ombi la kutaka hesabu ya kura irudiwe .","Trump/B-PER alishinda jimbo la Wisconsin/B-LOC katika uchaguzi wa mwaka 2016/B-DATE na chini ya kura 23 , 000 na kupinga ombi la kutaka hesabu ya kura irudiwe .",B-PER O O O B-LOC O O O O B-DATE O O O O O O O O O O O O O O O O O,True
train,1167,"Kwingineko waziri wa mambo ya nje wa jimbo la Georgia Brad Raffensperger , amesema kwamba marudio ya hesabu ya kura katika jimbo la Georgia huenda yasibadilishe ushindi wa Joe Biden .","Kwingineko waziri wa mambo ya nje wa jimbo la Georgia/B-LOC Brad/B-PER Raffensperger/I-PER , amesema kwamba marudio ya hesabu ya kura katika jimbo la Georgia/B-LOC huenda yasibadilishe ushindi wa Joe/B-PER Biden/I-PER .",O O O O O O O O O B-LOC B-PER I-PER O O O O O O O O O O O B-LOC O O O O B-PER I-PER O,True
train,1168,Amesema kwamba shughuli hiyo inakaribia kumalizika na kwamba kaunti chache zinasubiriwa kuasilisha matokeo .,Amesema kwamba shughuli hiyo inakaribia kumalizika na kwamba kaunti chache zinasubiriwa kuasilisha matokeo .,O O O O O O O O O O O O O O,False
train,1169,Wakati huo huo mahakama kuu katika jimbo la Pennsylvania imesema kwmaba itakubali kesi ya rais Donald Trump ya kupinga maelfu ya kura zilizopigwa kwa njia ya posta katika kaunti ya Philadelphia ambazo hazikuwa na taarifa za mpigaji kura kwenye bahasha .,Wakati huo huo mahakama kuu katika jimbo la Pennsylvania/B-LOC imesema kwmaba itakubali kesi ya rais Donald/B-PER Trump/I-PER ya kupinga maelfu ya kura zilizopigwa kwa njia ya posta katika kaunti ya Philadelphia/B-LOC ambazo hazikuwa na taarifa za mpigaji kura kwenye bahasha .,O O O O O O O O B-LOC O O O O O O B-PER I-PER O O O O O O O O O O O O O B-LOC O O O O O O O O O O,True
train,1170,"Mahakama ya chini iliamua ijumaa kutupilia mbali kesi ya maafisa wa kampeni wa Trump kutaka kura 8 , 329 kutojumulishwa kwenye hesabu ya kura wakidai kwamba zilikuwa za wizi .","Mahakama ya chini iliamua ijumaa/B-DATE kutupilia mbali kesi ya maafisa wa kampeni wa Trump/B-PER kutaka kura 8 , 329 kutojumulishwa kwenye hesabu ya kura wakidai kwamba zilikuwa za wizi .",O O O O B-DATE O O O O O O O O B-PER O O O O O O O O O O O O O O O O,True
train,1171,"Imetayarishwa na Kennes Bwire , VOA , Washington DCWaziri Mkuu wa Ethiopia Abiy Ahmed alimbadilisha mkuu wa jeshi lake Jumapili , huku wanajeshi wengi wakiripotiwa kujeruhiwa katika mzozo wa siku tano katika mkoa wa kaskazini wa nchi hiyo wa Tigray .","Imetayarishwa na Kennes/B-PER Bwire/I-PER , VOA/B-ORG , Washington/B-LOC DCWaziri Mkuu wa Ethiopia/B-LOC Abiy/B-PER Ahmed/I-PER alimbadilisha mkuu wa jeshi lake Jumapili/B-DATE , huku wanajeshi wengi wakiripotiwa kujeruhiwa katika mzozo wa siku tano katika mkoa wa kaskazini wa nchi hiyo wa Tigray/B-LOC .",O O B-PER I-PER O B-ORG O B-LOC O O O B-LOC B-PER I-PER O O O O O B-DATE O O O O O O O O O O O O O O O O O O O B-LOC O,True
train,1172,"Mshindi huyo wa Tuzo ya amani ya Nobel wakati huo huo alitaka jamii ya kimataifa ielewe operesheni ya kijeshi aliyoanzisha wiki hii dhidi ya chama cha Tigray , ambacho ameshutumu kwa kutaka kuleta hali ya ukosefu wa uthabiti katika taifa hilo .","Mshindi huyo wa Tuzo ya amani ya Nobel wakati huo huo alitaka jamii ya kimataifa ielewe operesheni ya kijeshi aliyoanzisha wiki/B-DATE hii/I-DATE dhidi ya chama cha Tigray/B-LOC , ambacho ameshutumu kwa kutaka kuleta hali ya ukosefu wa uthabiti katika taifa hilo .",O O O O O O O O O O O O O O O O O O O O B-DATE I-DATE O O O O B-LOC O O O O O O O O O O O O O O O,True
train,1173,"Abiy alisema chama cha Tigray People's Liberation Front ( TPLF ) kilichokuwa kinatawala zamani kilikuwa kimefadhili , kufundisha na kuandaa jeshi lolote ambalo lilikuwa tayari kushiriki katika vitendo vya vurugu na haramu ili kukomesha mpito wa kidemokrasia ambao ameufuata .","Abiy/B-PER alisema chama cha Tigray/B-ORG People's/I-ORG Liberation/I-ORG Front/I-ORG ( TPLF/B-ORG ) kilichokuwa kinatawala zamani kilikuwa kimefadhili , kufundisha na kuandaa jeshi lolote ambalo lilikuwa tayari kushiriki katika vitendo vya vurugu na haramu ili kukomesha mpito wa kidemokrasia ambao ameufuata .",B-PER O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,1174,"Kesi inayomkabili Rais Donald Trump kwa shutuma za kuchochea ghasia katika majengo ya bunge mnamo tarehe 6 mwezi Januari mwaka huu , itaendelea kusikilizwa kama ilivyopangwa .","Kesi inayomkabili Rais Donald/B-PER Trump/I-PER kwa shutuma za kuchochea ghasia katika majengo ya bunge mnamo tarehe/B-DATE 6/I-DATE mwezi/I-DATE Januari/I-DATE mwaka/I-DATE huu/I-DATE , itaendelea kusikilizwa kama ilivyopangwa .",O O O B-PER I-PER O O O O O O O O O O B-DATE I-DATE I-DATE I-DATE I-DATE I-DATE O O O O O O,True
train,1175,"Hii ni kufuatia kura iliyopigwa Jumaanne jioni katika ukumbi wa seneti mjini Washington DC , ambapo maseneta waliotaka kesi hiyo iendelee ni 56 huku 44 wakiipinga .","Hii ni kufuatia kura iliyopigwa Jumaanne/B-DATE jioni katika ukumbi wa seneti mjini Washington/B-LOC DC/I-LOC , ambapo maseneta waliotaka kesi hiyo iendelee ni 56 huku 44 wakiipinga .",O O O O O B-DATE O O O O O O B-LOC I-LOC O O O O O O O O O O O O O,True
train,1176,"Awali , mawakili wawili wanaomwakilisha Trump walimtetea vikali mteja wao , wakati wa kusikilizwa kwa hoja za mwanzo .","Awali , mawakili wawili wanaomwakilisha Trump/B-PER walimtetea vikali mteja wao , wakati wa kusikilizwa kwa hoja za mwanzo .",O O O O O B-PER O O O O O O O O O O O O O,True
train,1177,"Trump , ambaye baraza la wawakilishi lilimpata na kesi ya kujibu , anashutumiwa kuchochea vurugu na ghasia tarehe 6 mwezi jana .","Trump/B-PER , ambaye baraza la wawakilishi lilimpata na kesi ya kujibu , anashutumiwa kuchochea vurugu na ghasia tarehe/B-DATE 6/I-DATE mwezi/I-DATE jana/I-DATE .",B-PER O O O O O O O O O O O O O O O O B-DATE I-DATE I-DATE I-DATE O,True
train,1178,"Kwa masaa mawili , Bruce Castor na David Schoen walitetea hoja yao kwamba kwendelea na kesi hiyo ni kukiuka katiba ya Marekani , na kwamba haifai kwendelea kusikilizwa .","Kwa masaa mawili , Bruce/B-PER Castor/I-PER na David/B-PER Schoen/I-PER walitetea hoja yao kwamba kwendelea na kesi hiyo ni kukiuka katiba ya Marekani/B-LOC , na kwamba haifai kwendelea kusikilizwa .",O O O O B-PER I-PER O B-PER I-PER O O O O O O O O O O O O B-LOC O O O O O O O,True
train,1179,"Hata hivyo , kabla ya muda wao wa kuzunguza kuwadia , viongozi wa mashtaka hayo , ambao ni wajumbe wa baraza la wawakilishi , waliwasilisha hoja mbalimbali kuhusu ni kwa nini ni muhimu kwa kesi hiyo kusikilizwa na kuamriwa haraka iwezekanavyo .","Hata hivyo , kabla ya muda wao wa kuzunguza kuwadia , viongozi wa mashtaka hayo , ambao ni wajumbe wa baraza la wawakilishi , waliwasilisha hoja mbalimbali kuhusu ni kwa nini ni muhimu kwa kesi hiyo kusikilizwa na kuamriwa haraka iwezekanavyo .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False
train,1180,"Huku ukumbi ukiwa umetulia , mameneja hao wa kesi walionyesha video za vurugu zilizopigwa siku hiyo ya shambulizi .","Huku ukumbi ukiwa umetulia , mameneja hao wa kesi walionyesha video za vurugu zilizopigwa siku hiyo ya shambulizi .",O O O O O O O O O O O O O O O O O O O,False
train,1181,"Kesi hiyo ya kihistoria ya kumshtaki kwa mara ya pili rais wa zamani wa Marekani Donald Trump , ilianza kusikilizwa Jumanne katika baraza la Seneti .","Kesi hiyo ya kihistoria ya kumshtaki kwa mara ya pili rais wa zamani wa Marekani/B-LOC Donald/B-PER Trump/I-PER , ilianza kusikilizwa Jumanne/B-DATE katika baraza la Seneti .",O O O O O O O O O O O O O O B-LOC B-PER I-PER O O O B-DATE O O O O O,True
train,1182,Trump anashtumiwa kuchochea uasi kwa kuhimiza wafuasi wake kukabiliana na wabunge waliokua katika mchakato wa kurasmisha ushindi wa Joe Biden dhidi ya Trump katika uchaguzi wa Novemba mwaka jana .,Trump/B-PER anashtumiwa kuchochea uasi kwa kuhimiza wafuasi wake kukabiliana na wabunge waliokua katika mchakato wa kurasmisha ushindi wa Joe/B-PER Biden/I-PER dhidi ya Trump/B-PER katika uchaguzi wa Novemba/B-DATE mwaka/I-DATE jana/I-DATE .,B-PER O O O O O O O O O O O O O O O O O B-PER I-PER O O B-PER O O O B-DATE I-DATE I-DATE O,True
train,1183,""""""""" Ingawa tunakubaliana kwamba yaliyotokea tarehe sita ni mambo ya kutia wasiwasi , katiba ya Marekani inaeleza bayana kwamba mashtaka kama haya yanaweza tu kufunguliwa kwa mtu ambaye bado ni rais . . . na Rais Trump ameshaondolewa mamlakani , """""""" alisema Castor .",""""""""" Ingawa tunakubaliana kwamba yaliyotokea tarehe/B-DATE sita/I-DATE ni mambo ya kutia wasiwasi , katiba ya Marekani/B-LOC inaeleza bayana kwamba mashtaka kama haya yanaweza tu kufunguliwa kwa mtu ambaye bado ni rais . . . na Rais Trump/B-PER ameshaondolewa mamlakani , """""""" alisema Castor/B-PER .",O O O O O B-DATE I-DATE O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O B-PER O O O O O B-PER O,True
train,1184,"Karibu wafuasi 800 wa Trump walivamia jengo la bunge na kuvunja milango na madirisha , kupekua ofisi kadhaa za wabunge na kuwashambulia maafisa wa polisi .","Karibu wafuasi 800 wa Trump/B-PER walivamia jengo la bunge na kuvunja milango na madirisha , kupekua ofisi kadhaa za wabunge na kuwashambulia maafisa wa polisi .",O O O O B-PER O O O O O O O O O O O O O O O O O O O O O,True
train,1185,Watu watano walifariki katika vurugu hizo akiwemo afisa mmoja wa polisi ambaye kifo chake kinaendelea kuchunguzwa kama mauaji yaliyopangwa .,Watu watano walifariki katika vurugu hizo akiwemo afisa mmoja wa polisi ambaye kifo chake kinaendelea kuchunguzwa kama mauaji yaliyopangwa .,O O O O O O O O O O O O O O O O O O O O,False
train,1186,"Maseneta 100 wanaosikiliza kesi hiyo dhidi ya Trump wamegawanyika katika makundi ya Wademokrat na Warepublican , na wanasikililiza kesi hiyo wakiwa katika mazingira yasiyokuwa ya kawaida , kwa sababu wengi wao ni mashahidi wa vurugu hizo za tarehe 6 .","Maseneta 100 wanaosikiliza kesi hiyo dhidi ya Trump/B-PER wamegawanyika katika makundi ya Wademokrat na Warepublican , na wanasikililiza kesi hiyo wakiwa katika mazingira yasiyokuwa ya kawaida , kwa sababu wengi wao ni mashahidi wa vurugu hizo za tarehe/B-DATE 6/I-DATE .",O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATE I-DATE O,True
train,1187,Ghasia hizo katika jengo la bunge ziliwalazimisha wawakilishi hao kuondoka kikaoni wakihofia usalama wao .,Ghasia hizo katika jengo la bunge ziliwalazimisha wawakilishi hao kuondoka kikaoni wakihofia usalama wao .,O O O O O O O O O O O O O O O,False
train,1188,"Kura ya theluthi 2 ya maseneta inahitajika ili kumuhukumu Trump , kwa hivyo Warepublikan 17 wanatakiwa kujiunga na Wademokrat 50 , jambo ambalo wachunguzi wanasema ni vigumu kuwezekana .","Kura ya theluthi 2 ya maseneta inahitajika ili kumuhukumu Trump/B-PER , kwa hivyo Warepublikan 17 wanatakiwa kujiunga na Wademokrat 50 , jambo ambalo wachunguzi wanasema ni vigumu kuwezekana .",O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O,True
train,1189,Kesi hiyo itaanza tena Jumatano saa sita za adhuhuri saa za Washington DC .,Kesi hiyo itaanza tena Jumatano/B-DATE saa/I-DATE sita/I-DATE za/I-DATE adhuhuri/I-DATE saa za Washington/B-LOC DC/I-LOC .,O O O O B-DATE I-DATE I-DATE I-DATE I-DATE O O B-LOC I-LOC O,True
train,1190,- Patrick Nduwimana alichangia ripoti hiiHali ya wasiwasi inaendelea kuongezaka Somalia kufuatia hatua ya mataifa ya nje kuanza kuondoa wanajeshi wake nchini humo baada ya miongo mitatu ya kulinda amani .,- Patrick/B-PER Nduwimana/I-PER alichangia ripoti hiiHali ya wasiwasi inaendelea kuongezaka Somalia/B-LOC kufuatia hatua ya mataifa ya nje kuanza kuondoa wanajeshi wake nchini humo baada ya miongo mitatu ya kulinda amani .,O B-PER I-PER O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O,True
train,1191,Nchi hiyo huenda ikakumbana na hali ngumu kiusalama wakati inajitayarisha kwa uchaguzi mkuu .,Nchi hiyo huenda ikakumbana na hali ngumu kiusalama wakati inajitayarisha kwa uchaguzi mkuu .,O O O O O O O O O O O O O O,False
train,1192,Somalia imekuwa ikitegemea msaada wa wanajeshi kutoka nchi zingine kwa ajili ya usalama wake tangu kaunguka kwa utawala wa Siad Barre mwaka 1991 .,Somalia/B-LOC imekuwa ikitegemea msaada wa wanajeshi kutoka nchi zingine kwa ajili ya usalama wake tangu kaunguka kwa utawala wa Siad/B-PER Barre/I-PER mwaka 1991/B-DATE .,B-LOC O O O O O O O O O O O O O O O O O O B-PER I-PER O B-DATE O,True
train,1193,Nchi hiyo inakabiliwa na mashambulizi ya kila mara kutoka kwa makundi ya wapiganaji nay a kigaidi .,Nchi hiyo inakabiliwa na mashambulizi ya kila mara kutoka kwa makundi ya wapiganaji nay a kigaidi .,O O O O O O O O O O O O O O O O O,False
train,1194,"Wanajeshi kutoka muungano wa Afrika wanaoshika doria nchini Somalia - AMISOM , wameanza hatua za mwisho za kupokeza majukumu ya kiusalama kwa wanajeshi wa Somalia kwa matayarisho ya kuondoka nchini humo ifikapo Desemba mwaka ujao 2021 , kulingana na maamuzi ya baraza la usalama la umoja wa mataifa , namba 2520 .","Wanajeshi kutoka muungano wa Afrika/B-LOC wanaoshika doria nchini Somalia/B-LOC - AMISOM/B-ORG , wameanza hatua za mwisho za kupokeza majukumu ya kiusalama kwa wanajeshi wa Somalia/B-LOC kwa matayarisho ya kuondoka nchini humo ifikapo Desemba/B-DATE mwaka/I-DATE ujao/I-DATE 2021/I-DATE , kulingana na maamuzi ya baraza la usalama la umoja/B-ORG wa/I-ORG mataifa/I-ORG , namba 2520 .",O O O O B-LOC O O O B-LOC O B-ORG O O O O O O O O O O O O O B-LOC O O O O O O O B-DATE I-DATE I-DATE I-DATE O O O O O O O O O B-ORG I-ORG I-ORG O O O O,True
train,1195,"Marekani nayo imeanza mchakato wa kupokeza majukumu kutoka kwa wanajeshi wake walio Somalia hadi kwa wanajeshi wa nchi hiyo , kwa matayarisho ya kuondoa wanajeshi wake .","Marekani/B-LOC nayo imeanza mchakato wa kupokeza majukumu kutoka kwa wanajeshi wake walio Somalia/B-LOC hadi kwa wanajeshi wa nchi hiyo , kwa matayarisho ya kuondoa wanajeshi wake .",B-LOC O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O,True
train,1196,Marekani hata hivyo imesema kwamba itaendelea na ushirikiano wake wa kijeshi kupambana na makundi ya kigaidi Afrika mashariki .,Marekani/B-LOC hata hivyo imesema kwamba itaendelea na ushirikiano wake wa kijeshi kupambana na makundi ya kigaidi Afrika/B-LOC mashariki .,B-LOC O O O O O O O O O O O O O O O B-LOC O O,True
train,1197,"Wanajeshi 700 wa Marekani wamepangiwa kuondoka Somalia ifikapo Januari tarehe 15 , siku tano kabla ya rais Donald Trump kuondoka Madarakani .","Wanajeshi 700 wa Marekani/B-LOC wamepangiwa kuondoka Somalia/B-LOC ifikapo Januari/B-DATE tarehe/I-DATE 15/I-DATE , siku tano kabla ya rais Donald/B-PER Trump/I-PER kuondoka Madarakani .",O O O B-LOC O O B-LOC O B-DATE I-DATE I-DATE O O O O O O B-PER I-PER O O O,True
train,1198,"Imetayarishwa na Kennes Bwire , VOA , Washington DCTaifa hilo lenye uchumi mkubwa duniani lipo kwenye njia ya kufufua uchumi wake kutoka kwenye janga la virusi vya Corona lakini hata hivyo wafanyakazi wapya 411 , 000 waliopunguzwa kazi waliwasilisha maombi ya fidia ya kukosa ajira wiki iliyopita ,","Imetayarishwa na Kennes/B-PER Bwire/I-PER , VOA/B-ORG , Washington/B-LOC DCTaifa hilo lenye uchumi mkubwa duniani lipo kwenye njia ya kufufua uchumi wake kutoka kwenye janga la virusi vya Corona lakini hata hivyo wafanyakazi wapya 411 , 000 waliopunguzwa kazi waliwasilisha maombi ya fidia ya kukosa ajira wiki/B-DATE iliyopita/I-DATE ,",O O B-PER I-PER O B-ORG O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATE I-DATE O,True
train,1199,"kwa mujibu wa wizara ya kazi Marekani Madai ya mafao kwa watu wasio na kazi yalipungua kiasi nchini Marekani wiki iliyopita , wizara ya kazi iliripoti Alhamis .","kwa mujibu wa wizara ya kazi Marekani/B-LOC Madai ya mafao kwa watu wasio na kazi yalipungua kiasi nchini Marekani/B-LOC wiki/B-DATE iliyopita/I-DATE , wizara ya kazi iliripoti Alhamis/B-DATE .",O O O O O O B-LOC O O O O O O O O O O O B-LOC B-DATE I-DATE O O O O O B-DATE O,True
train,1200,"Taifa lenye uchumi mkubwa duniani lipo kwenye njia ya kufufua uchumi wake kutoka kwenye janga la virusi vya Corona lakini hata hivyo wafanyakazi wapya 411 , 000 waliopunguzwa kazi waliwasilisha maombi ya fidia ya kukosa ajira wiki iliyopita ikiwa chini ya maombi 7 , 0 kutoka idadi iliyotathminiwa wiki moja kabla , wizara ya kazi nchini Marekani ilisema .","Taifa lenye uchumi mkubwa duniani lipo kwenye njia ya kufufua uchumi wake kutoka kwenye janga la virusi vya Corona lakini hata hivyo wafanyakazi wapya 411 , 000 waliopunguzwa kazi waliwasilisha maombi ya fidia ya kukosa ajira wiki/B-DATE iliyopita/I-DATE ikiwa chini ya maombi 7 , 0 kutoka idadi iliyotathminiwa wiki moja kabla , wizara ya kazi nchini Marekani/B-LOC ilisema .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATE I-DATE O O O O O O O O O O O O O O O O O O B-LOC O O,True
train,1201,Ilikuwa ni wiki ya pili mfululizo kwamba idadi ya kila wiki ilikuwa laki nne .,Ilikuwa ni wiki ya pili mfululizo kwamba idadi ya kila wiki ilikuwa laki nne .,O O O O O O O O O O O O O O O,False
train,1202,Idadi inabaki juu ya wastani kwa kila wiki ikiwa chini ya laki tatu hapo mwaka 2019 kabla ya janga hilo kuingia Marekani mnamo Machi mwaka 2020 .,Idadi inabaki juu ya wastani kwa kila wiki ikiwa chini ya laki tatu hapo mwaka 2019/B-DATE kabla ya janga hilo kuingia Marekani/B-LOC mnamo Machi/B-DATE mwaka/I-DATE 2020/I-DATE .,O O O O O O O O O O O O O O O B-DATE O O O O O B-LOC O B-DATE I-DATE I-DATE O,True
train,1203,"Magavana wa majimbo na maafisa wa manispaa wamekuwa wakiondoa masharti ya virusi vya Corona katika kesi nyingi wakiruhusu biashara kwa mara ya kwanza katika kipindi cha mwaka mmoja , kufunguliwa tena jumla kwa ajili ya wateja .","Magavana wa majimbo na maafisa wa manispaa wamekuwa wakiondoa masharti ya virusi vya Corona katika kesi nyingi wakiruhusu biashara kwa mara ya kwanza katika kipindi cha mwaka mmoja , kufunguliwa tena jumla kwa ajili ya wateja .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False
train,1204,Hatua hiyo inaweza kusababisha kuajiriwa wafanyakazi wengi zaidi .,Hatua hiyo inaweza kusababisha kuajiriwa wafanyakazi wengi zaidi .,O O O O O O O O O,False
train,1205,"Zaidi ya asilimia 56 ya watu wazima wote nchini Marekani , hivi sasa wamepata chanjo kamili dhidi ya virusi vya Corona ili kuimarisha hali ya uchumi kuponya japokuwa kasi ya uchomaji chanjo imeshuka sana kutoka mahala ilipokuwa wiki kadhaa zilizopita .","Zaidi ya asilimia 56 ya watu wazima wote nchini Marekani/B-LOC , hivi sasa wamepata chanjo kamili dhidi ya virusi vya Corona ili kuimarisha hali ya uchumi kuponya japokuwa kasi ya uchomaji chanjo imeshuka sana kutoka mahala ilipokuwa wiki kadhaa zilizopita .",O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,1206,"Maafisa katika majimbo mengi hivi sasa , wanatoa motisha mbali mbali za kuwahamasisha watu wasiopata chanjo kwenda kupatiwa chanjo pamoja na fursa ya kuingia kwenye bahati nasibu yenye faida kwa pesa taslim na kulipiwa ada kwa masomo katika chuo .","Maafisa katika majimbo mengi hivi sasa , wanatoa motisha mbali mbali za kuwahamasisha watu wasiopata chanjo kwenda kupatiwa chanjo pamoja na fursa ya kuingia kwenye bahati nasibu yenye faida kwa pesa taslim na kulipiwa ada kwa masomo katika chuo .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False
train,1207,White House ilisema wiki hii kwamba haitarajii Marekani itafikia lengo la Rais Joe Biden la asilimia 70 ya wamarekani watu wazima kupatiwa angalau dozi moja ya chanjo dhidi ya virusi vya Corona ifikapo siku ya uhuru hapo Julai nne .,White/B-ORG House/I-ORG ilisema wiki/B-DATE hii/I-DATE kwamba haitarajii Marekani/B-LOC itafikia lengo la Rais Joe/B-PER Biden/I-PER la asilimia 70 ya wamarekani watu wazima kupatiwa angalau dozi moja ya chanjo dhidi ya virusi vya Corona ifikapo siku/B-DATE ya/I-DATE uhuru/I-DATE hapo Julai/B-DATE nne/I-DATE .,B-ORG I-ORG O B-DATE I-DATE O O B-LOC O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O B-DATE I-DATE I-DATE O B-DATE I-DATE O,True
train,1208,Idadi hiyo kwa sasa bado ipo kwenye asilimia 65 . 6 .,Idadi hiyo kwa sasa bado ipo kwenye asilimia 65 . 6 .,O O O O O O O O O O O O,False
train,1209,Ujumbe wa Umoja wa Mataifa umesema kuwa walinda amani ishirini wa Umoja huo wamejeruhiwa vibaya baada ya kushambuliwa Jumatano katikati mwa Mali wakati wakiwa kwenye kambi yao .,Ujumbe wa Umoja/B-ORG wa/I-ORG Mataifa/I-ORG umesema kuwa walinda amani ishirini wa Umoja huo wamejeruhiwa vibaya baada ya kushambuliwa Jumatano/B-DATE katikati mwa Mali/B-LOC wakati wakiwa kwenye kambi yao .,O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O B-DATE O O B-LOC O O O O O O,True
train,1210,"Kwa mujibu wa shirika la habari la Reuters , muungano wa walinda amani wa Umoja wa mataifa nchini Mali , MINUSMA , umesema kuwa kambi hiyo ilioko karibu na mji wa Douentza ilishambuliwa mwendo wa saa moja bila kusema ni nani anaeshukiwa kutekeleza .","Kwa mujibu wa shirika la habari la Reuters/B-ORG , muungano/B-ORG wa/I-ORG walinda/I-ORG amani/I-ORG wa/I-ORG Umoja/I-ORG wa/I-ORG mataifa/I-ORG nchini/I-ORG Mali/I-ORG , MINUSMA/B-ORG , umesema kuwa kambi hiyo ilioko karibu na mji wa Douentza/B-LOC ilishambuliwa mwendo wa saa moja bila kusema ni nani anaeshukiwa kutekeleza .",O O O O O O O B-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O B-LOC O O O O O O O O O O O O,True
train,1211,"Mara nyingi mashambulizi dhidi ya walinda amani pamoja na jeshi la Mali hufanywa na makundi yenye uhusiano na al Qaida na Islamic State ambayo hutumia eneo hilo kufanya mashambulizi kwenye eneo la Sahel , lililoko kusini mwa jangwa la sahara .","Mara nyingi mashambulizi dhidi ya walinda amani pamoja na jeshi la Mali/B-LOC hufanywa na makundi yenye uhusiano na al/B-ORG Qaida/I-ORG na Islamic/B-ORG State/I-ORG ambayo hutumia eneo hilo kufanya mashambulizi kwenye eneo la Sahel/B-LOC , lililoko kusini mwa jangwa/B-LOC la/I-LOC sahara/I-LOC .",O O O O O O O O O O O B-LOC O O O O O O B-ORG I-ORG O B-ORG I-ORG O O O O O O O O O B-LOC O O O O B-LOC I-LOC I-LOC O,True
train,1212,Mkuu wa MINUSMA Mahamat Saleh Annadif amesema kuwa wamekuwa wakifanya operesheni za kiusalama kwenye eneo hilo kwa miezi kadhaa sasa .,Mkuu wa MINUSMA/B-ORG Mahamat/B-PER Saleh/I-PER Annadif/I-PER amesema kuwa wamekuwa wakifanya operesheni za kiusalama kwenye eneo hilo kwa miezi kadhaa sasa .,O O B-ORG B-PER I-PER I-PER O O O O O O O O O O O O O O O,True
train,1213,Amaongeza kusema kuwa operesheni zao zinatatiza adui lakini wataendelea kuzingatia amani ya watu wa Mali .,Amaongeza kusema kuwa operesheni zao zinatatiza adui lakini wataendelea kuzingatia amani ya watu wa Mali/B-LOC .,O O O O O O O O O O O O O O B-LOC O,True
train,1214,"MINUSMA ina zaidi ya wanajeshi 13 , 000 wanaodhibiti makundi ya wanamgambo katikati na kaskazini mwa Mali .","MINUSMA/B-ORG ina zaidi ya wanajeshi 13 , 000 wanaodhibiti makundi ya wanamgambo katikati na kaskazini mwa Mali/B-LOC .",B-ORG O O O O O O O O O O O O O O O B-LOC O,True
train,1215,Imetayarishwa na Harrison KamauZoezi la kuhesabu kura linaendelea nchini Burkina faso baada ya uchaguzi mkuu ambao uligubikwa na mashambulizi ya makundi ya waasi nchini humo .,Imetayarishwa na Harrison/B-PER KamauZoezi la kuhesabu kura linaendelea nchini Burkina/B-LOC faso/I-LOC baada ya uchaguzi mkuu ambao uligubikwa na mashambulizi ya makundi ya waasi nchini humo .,O O B-PER O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O,True
train,1216,Wagombea wa vyama vya upinzani wamedai kuwepo wizi wa kura wakati wa uchaguzi .,Wagombea wa vyama vya upinzani wamedai kuwepo wizi wa kura wakati wa uchaguzi .,O O O O O O O O O O O O O O,False
